id,mission,magazine,frame,in_sample,icon,icon_label,lap_var,content_lap,mean_lum,clip5_frac,clip250_frac,dark_frac,bright_frac,p50,p95,p99,featureless_frac,tilt_deg,has_horizon,black_frame,underexposed,overexposed,blurry,aimless,dud,crooked,quality
AS11-40-5943,AS11,40,5943,1,0,,388.1665124072725,531.8342668080576,76.83498584980867,4.982461734693877e-06,0.0029994419642857145,0.34534438775510207,0.00552555006377551,92.0,143.0,205.0,0.27040816326530615,-3.0127875041833403,1,0,0,0,0,0,0,0,-0.20897362115806567
AS11-40-5944,AS11,40,5944,1,0,,398.6958764521642,565.6243738672408,79.21510782047194,0.0,0.0016840720663265306,0.3464504942602041,0.0035774075255102043,96.0,145.0,164.0,0.29591836734693877,-32.31961650818018,1,0,0,0,0,0,0,1,-0.1428117259800047
AS11-40-5945,AS11,40,5945,1,0,,392.26927685129397,542.6906533625745,95.46172971141581,0.0,0.00490772480867347,0.2811652981505102,0.009506536989795918,117.0,155.0,239.0,0.28061224489795916,-1.1457628381751033,1,0,0,0,0,0,0,0,-0.18726896929672082
AS11-40-5946,AS11,40,5946,1,0,,514.0197574995748,740.5519666489741,80.39671855070154,0.0,0.0026207748724489796,0.004449338329081632,0.005490672831632653,90.0,144.0,219.0,0.30612244897959184,1.1160103914072725,1,0,0,0,0,0,0,0,0.1466176294564192
AS11-40-5947,AS11,40,5947,1,0,,649.5194613299038,842.7377853114158,88.55848413584184,0.0,0.0032734773596938774,0.28307358099489793,0.006382533482142857,104.0,154.0,225.0,0.22959183673469388,-3.2704879231835653,1,0,0,0,0,0,0,0,0.28545410085775164
AS11-40-5948,AS11,40,5948,1,0,,520.6233102696133,784.3074734458697,80.1019361846301,0.0,0.0044692681760204085,0.30276426977040816,0.009232501594387755,86.0,153.0,237.0,0.336734693877551,-4.210498403302206,1,0,0,0,0,0,0,0,0.20827590664393533
AS11-40-5949,AS11,40,5949,1,0,,667.9865319307821,884.0604603205222,83.2571099728954,0.0,0.0018734056122448979,2.491230867346939e-05,0.003946109693877551,88.0,144.0,192.0,0.24489795918367346,0.0,1,0,0,0,0,0,0,0,0.3368701840385203
AS11-40-5950,AS11,40,5950,1,0,,716.6353917177247,1032.3880656565248,77.5022969148597,0.0,0.0002491230867346939,0.07008330676020408,0.000572983099489796,80.0,151.0,173.0,0.30612244897959184,-5.6544208226407005,1,0,0,0,0,0,0,0,0.5034657783759703
AS11-40-5951,AS11,40,5951,1,0,,699.5244494082033,752.6642658793974,79.59335140306122,0.0,0.0007722815688775511,0.00012954400510204082,0.002396564094387755,82.0,133.0,187.0,0.07142857142857142,-9.960140308372775,1,0,0,0,0,0,0,0,0.16404302535790316
AS11-40-5952,AS11,40,5952,1,0,,746.819201243316,791.1989066418912,82.57951012436224,0.0,0.0007971938775510204,0.001220703125,0.0027453364158163264,86.0,133.0,194.0,0.05612244897959184,-7.420014895261208,1,0,0,0,0,0,0,0,0.2176723044270062
AS11-40-5953,AS11,40,5953,1,0,,261.5241919715471,274.01952109606435,67.27031349649235,0.0,0.002361686862244898,0.20551159917091838,0.005156847895408163,66.0,130.0,213.0,0.04591836734693878,-13.93168924180298,1,0,0,0,0,0,0,1,-0.9212353322075788
AS11-40-5954,AS11,40,5954,1,0,,534.8915728830586,752.6260675094455,94.53105568399235,0.0,0.004524075255102041,0.059689891581632654,0.007648078762755102,94.0,187.0,225.0,0.29081632653061223,6.84277341263094,1,0,0,0,0,0,0,0,0.1639885131468656
AS11-40-5955,AS11,40,5955,1,0,,800.8052144985007,1038.6371212374102,109.23785774075255,0.0,0.0001096141581632653,0.022236726721938774,0.0009765625,97.0,212.0,227.0,0.22959183673469388,-6.0724564072077,1,0,0,0,0,0,0,0,0.5099476371497383
AS11-40-5956,AS11,40,5956,1,0,,765.8504608766777,968.1247743207236,119.08723792251276,0.0,0.00013950892857142856,0.00034378985969387755,0.002276985012755102,139.0,213.0,231.0,0.20918367346938777,12.115241802457868,1,0,0,0,0,0,0,1,0.43443539063258724
AS11-40-5957,AS11,40,5957,1,0,,373.8617600127341,443.4344279004632,104.54942103794643,0.0,0.0018136160714285715,0.17419184470663265,0.0042948820153061226,119.0,170.0,206.0,0.15816326530612246,5.774325902663275,1,0,0,0,0,0,0,0,-0.40422317778501216
AS11-40-5958,AS11,40,5958,1,0,,340.41981878997086,398.73164930090246,115.60403878348214,0.0,0.002316844706632653,0.1717105787627551,0.006845902423469388,133.0,180.0,231.0,0.14795918367346939,14.036243467926479,1,0,0,0,0,0,0,1,-0.5183570093250305
AS11-40-5959,AS11,40,5959,1,0,,348.28072267229584,444.2839008063476,103.31234554368622,0.0,0.0022171954719387753,0.23816167091836735,0.0067362882653061226,121.0,174.0,229.0,0.2193877551020408,18.57572441068109,1,0,0,0,0,0,0,1,-0.4021675536085797
AS11-40-5960,AS11,40,5960,1,0,,576.9314733643623,809.0664853305343,136.93535255899235,0.0,0.0005879304846938776,0.0007922114158163265,0.005655094068877551,163.0,234.0,239.0,0.29081632653061223,-19.56378361958265,1,0,0,0,0,0,0,1,0.24165847833322796
AS11-40-5961,AS11,40,5961,1,0,,299.05448090538584,529.6159327188914,111.9195631377551,0.0,0.0006626674107142857,0.32027264030612246,0.001345264668367347,140.0,199.0,205.0,0.44387755102040816,-10.649219659244944,1,0,0,0,0,0,0,1,-0.21346311315737357
AS11-40-5962,AS11,40,5962,1,0,,204.65109736707893,581.8575018313181,103.63953882334184,0.0,0.0005929129464285714,0.34166733099489793,0.0038066007653061226,132.0,197.0,202.0,0.6581632653061225,-3.0127875041833403,1,0,0,0,0,0,0,0,-0.11242005412175275
AS11-40-5963,AS11,40,5963,1,0,,448.7776927193321,535.8163870413483,89.91627471301021,0.0,0.006467235331632653,0.21145069355867346,0.03930165816326531,93.0,235.0,249.0,0.16326530612244897,3.4533162505310924,1,0,0,0,0,0,0,0,-0.20096133499800609
AS11-40-5964,AS11,40,5964,1,0,,493.09954932526915,558.4873001935459,89.22551618303571,0.0,0.005440848214285714,0.19674246651785715,0.04037786989795918,90.0,236.0,249.0,0.11734693877551021,-5.527540151656172,1,0,0,0,0,0,0,0,-0.1564508286030773
AS11-40-5965,AS11,40,5965,1,0,,232.9551876720316,716.0842540036465,62.57321229272959,0.0,0.00021424585459183673,0.0,0.0007174744897959184,51.0,151.0,203.0,0.6785714285714286,,0,0,0,0,0,0,0,0,0.11053049839238484
AS11-40-5966,AS11,40,5966,1,0,,86.80283973426533,386.4689981987697,66.66252790178571,0.0,0.00039361447704081633,0.0,0.0014847735969387755,62.0,87.0,186.0,0.7806122448979592,,0,0,0,0,0,0,0,0,-0.5519082260167242
AS11-40-5967,AS11,40,5967,1,0,,527.8051692347931,975.3297180250981,86.43999621332908,0.0,4.982461734693877e-06,0.0,0.0002192283163265306,41.0,188.0,203.0,0.45918367346938777,12.215719134130856,1,0,0,0,0,0,0,1,0.4423993208394619
AS11-40-5968,AS11,40,5968,1,0,,651.550873093459,1263.5721160667852,68.31082589285714,9.964923469387754e-06,4.982461734693877e-06,0.5572534677933674,0.00039361447704081633,20.0,183.0,201.0,0.4846938775510204,0.0,1,0,0,0,0,0,0,0,0.7205043828004444
AS11-40-5969,AS11,40,5969,1,0,,295.75783120558094,903.1649045383092,67.57807019292092,0.0,2.491230867346939e-05,4.982461734693877e-06,0.00018933354591836734,41.0,183.0,202.0,0.673469387755102,31.97080519205626,1,0,0,0,0,0,0,1,0.35983383146110853
AS11-40-5970,AS11,40,5970,1,0,,138.4757754072851,214.27893817019302,83.82922612404337,0.0,0.003622249681122449,0.19801797672193877,0.01857959980867347,59.0,213.0,246.0,0.35714285714285715,11.309932474020213,1,0,0,0,0,0,0,1,-1.1853754630794804
AS12-48-7022,AS12,48,7022,1,0,,112.42949176596781,143.60461000259747,112.22109673947705,0.0569694674744898,0.0,0.2557995854591837,0.0018484933035714285,142.0,212.0,231.0,0.2193877551020408,2.8624052261117474,1,0,0,0,0,0,0,0,-1.6152408235591926
AS12-48-7023,AS12,48,7023,1,0,,475.16145411015845,853.4207285282317,73.02882354113521,0.4415706712372449,5.978954081632653e-05,0.5166563695790817,0.0006128427933673469,11.0,195.0,223.0,0.44387755102040816,0.0,1,0,0,0,0,0,0,0,0.29898415285687613
AS12-48-7024,AS12,48,7024,1,0,,304.8016003783868,718.5928107991346,59.63860710299745,0.0010712292729591836,0.0005480707908163265,0.6346161511479592,0.002476283482142857,9.0,210.0,233.0,0.576530612244898,,0,0,0,0,0,0,0,0,0.11428661844610495
AS12-48-7025,AS12,48,7025,1,0,,581.7073578744917,856.9524457255336,90.9450982541454,0.001878388073979592,1.4947385204081632e-05,0.45614437181122447,0.0013153698979591836,90.0,211.0,232.0,0.32142857142857145,-22.442753365294347,1,0,0,0,0,0,0,1,0.3034198807887833
AS12-48-7026,AS12,48,7026,1,0,,383.4233312517194,683.0135945342987,58.17160096460459,0.5156548947704082,0.0,0.567626953125,0.0,3.0,199.0,224.0,0.4387755102040816,-8.630801788548439,1,0,0,0,0,0,0,0,0.05974439319411792
AS12-48-7027,AS12,48,7027,1,0,,935.6327837807146,1281.7460526540474,88.656005859375,0.001992984693877551,6.477200255102041e-05,0.43930863360969385,0.0007623166454081633,54.0,206.0,223.0,0.27040816326530615,-4.969740728110304,1,0,0,0,0,0,0,0,0.735842906119901
AS12-48-7028,AS12,48,7028,1,0,,830.4172201127818,1452.6636454025095,77.55413942920919,0.00020926339285714285,0.00010463169642857142,0.5020926339285714,0.0034777582908163264,24.0,205.0,233.0,0.42857142857142855,2.8341110163065135,1,0,0,0,0,0,0,0,0.870292341051324
AS12-48-7029,AS12,48,7029,1,0,,1187.200225835614,1874.9611661347342,81.68736049107143,0.004235092474489796,1.4947385204081632e-05,0.4489646444515306,0.0009765625,74.0,204.0,228.0,0.3673469387755102,-0.9290393194220559,1,0,0,0,0,0,0,0,1.1443874776703664
AS12-48-7030,AS12,48,7030,1,0,,1304.139486093513,2127.803748304579,73.21338887117346,8.96843112244898e-05,0.002476283482142857,0.4850924744897959,0.003791653380102041,30.0,187.0,211.0,0.3877551020408163,-14.81346411880467,1,0,0,0,0,0,0,1,1.280261988879899
AS12-48-7031,AS12,48,7031,1,0,,1555.3368435819564,1847.1304262599124,94.48858019770408,5.978954081632653e-05,1.4947385204081632e-05,0.27006437340561223,7.971938775510203e-05,104.0,185.0,201.0,0.15816326530612246,0.0,1,0,0,0,0,0,0,0,1.1283249078110844
AS12-48-7032,AS12,48,7032,1,0,,1763.3207538996523,2032.3304366641719,120.98266103316327,9.964923469387755e-05,4.982461734693878e-05,0.20356345663265307,0.0009117904974489796,138.0,216.0,229.0,0.1326530612244898,1.2921668862499318,1,0,0,0,0,0,0,0,1.2309536751935914
AS12-48-7033,AS12,48,7033,1,0,,2807.876552645339,2836.6901926479686,120.54007393973214,0.00014449139030612245,7.971938775510203e-05,0.13337551817602042,0.0008370535714285714,134.0,207.0,225.0,0.01020408163265306,-8.781162734385465,1,0,0,0,0,0,0,0,1.5891129781164506
AS12-48-7034,AS12,48,7034,1,0,,938.0420244566255,942.8426498382739,93.16070930325255,0.0020079320790816328,0.00025410554846938777,0.096923828125,0.0017239317602040817,99.0,169.0,205.0,0.00510204081632653,11.421186274999284,1,0,0,0,0,0,0,1,0.40601337580143354
AS12-48-7035,AS12,48,7035,1,0,,388.44215122412663,605.3706630150757,54.79234594228316,5.480707908163265e-05,0.0,0.5783043686224489,0.0,19.0,157.0,172.0,0.3622448979591837,,0,0,0,0,0,0,0,0,-0.0698697310295865
AS12-48-7036,AS12,48,7036,1,0,,368.76185254790494,491.61706454205665,114.45456493144133,0.0786930006377551,0.0007423867984693878,0.12441705197704081,0.0033581792091836736,129.0,155.0,171.0,0.2653061224489796,0.0,1,0,0,0,0,0,0,0,-0.2934309978730081
AS12-48-7037,AS12,48,7037,1,0,,342.205740136139,449.23676592929206,96.5645976163903,0.0894302056760204,0.00029894770408163266,0.10146285076530612,0.001868423150510204,106.0,132.0,150.0,0.25510204081632654,0.0,1,0,0,0,0,0,0,0,-0.39025991660307296
AS12-48-7038,AS12,48,7038,1,0,,151.0424384570082,247.322047144569,88.57369060905613,0.005964006696428571,6.477200255102041e-05,0.08829420440051021,0.0005381058673469387,67.0,198.0,219.0,0.41836734693877553,-1.8087393224920654,1,0,0,0,0,0,0,0,-1.0313378163140385
AS12-48-7039,AS12,48,7039,1,0,,276.52220509658997,498.3624708161666,84.09052136479592,0.013308155293367346,0.00027901785714285713,0.17972735969387754,0.0005131935586734694,58.0,198.0,219.0,0.45408163265306123,0.0,1,0,0,0,0,0,0,0,-0.27879380296797374
AS12-48-7040,AS12,48,7040,1,0,,653.693236671925,756.1020425574993,88.97248186383929,0.00750358737244898,0.0005331234056122449,0.08719806281887756,0.0007672991071428571,76.0,180.0,194.0,0.1377551020408163,0.0,1,0,0,0,0,0,0,0,0.1689377208047137
AS12-48-7041,AS12,48,7041,1,0,,170.797366647907,287.54210960472426,92.50896843112245,0.0004434390943877551,0.0004932637117346938,0.2320232780612245,0.0033631616709183672,113.0,173.0,222.0,0.41836734693877553,0.0,1,0,0,0,0,0,0,0,-0.8694966205061576
AS12-48-7042,AS12,48,7042,1,0,,275.87923875998473,374.19438457594794,79.3243482940051,0.0007772640306122449,0.000652702487244898,0.26882872289540816,0.002082669005102041,92.0,149.0,205.0,0.2653061224489796,0.5562522270806725,1,0,0,0,0,0,0,0,-0.586575704898107
AS12-48-7043,AS12,48,7043,1,0,,1500.5280490920527,1546.4629564224783,127.19636878188776,0.031414421237244895,1.992984693877551e-05,0.07921117665816327,0.00012954400510204082,140.0,191.0,212.0,0.030612244897959183,8.74616226255521,1,0,0,0,0,0,0,0,0.9374995333224598
AS12-48-7044,AS12,48,7044,1,0,,1050.1010352596795,1289.8517358285435,129.63214485012756,0.12797951211734693,9.964923469387754e-06,0.17535774075255103,0.00022919323979591838,156.0,204.0,222.0,0.18877551020408162,-7.275004957889255,1,0,0,0,0,0,0,0,0.7426139754214041
AS12-48-7045,AS12,48,7045,1,0,,1811.722052485359,1907.1004815843978,138.03852439413265,0.03632712850765306,2.491230867346939e-05,0.0768245774872449,0.0002939652423469388,155.0,198.0,217.0,0.05102040816326531,9.940573033113026,1,0,0,0,0,0,0,0,1.162642724631156
AS12-48-7046,AS12,48,7046,1,0,,748.8259490166591,1124.3281208266308,99.30080117984694,0.31874302455357145,1.4947385204081632e-05,0.3331821986607143,0.00022919323979591838,127.0,194.0,208.0,0.336734693877551,3.205215931013497,1,0,0,0,0,0,0,0,0.5950971712968249
AS12-48-7047,AS12,48,7047,1,0,,568.3565590852303,865.9200739887892,94.9658502072704,0.36560805963010207,2.491230867346939e-05,0.3798280054209184,0.0003089126275510204,121.0,201.0,211.0,0.3469387755102041,4.127591702511724,1,0,0,0,0,0,0,0,0.3146013176250582
AS12-48-7048,AS12,48,7048,1,0,,1065.4615413789845,1204.1400868202563,135.00878408003825,0.05697444993622449,0.00013452646683673468,0.10488580197704081,0.0005879304846938776,154.0,189.0,200.0,0.11734693877551021,-6.372111396932512,1,0,0,0,0,0,0,0,0.6687580855014491
AS12-48-7049,AS12,48,7049,1,0,,970.8089473462761,1116.3973624145283,118.99186363998724,0.12303691007653061,0.00031887755102040814,0.18413683832908162,0.0007224569515306122,140.0,189.0,199.0,0.1326530612244898,-19.855214369321057,1,0,0,0,0,0,0,1,0.5874939589421713
AS12-48-7050,AS12,48,7050,1,0,,1285.7029448163255,1525.0481651999385,118.16995675223214,0.16052993463010204,0.00013452646683673468,0.1986507493622449,0.0006975446428571429,142.0,200.0,213.0,0.15816326530612246,-8.13010235415598,1,0,0,0,0,0,0,0,0.922522078120955
AS12-48-7051,AS12,48,7051,1,0,,1742.736667482692,1864.7326720580115,155.40042550223214,0.0066665338010204085,0.00043347417091836734,0.039027622767857144,0.0014498963647959183,174.0,202.0,218.0,0.0663265306122449,4.557419019714005,1,0,0,0,0,0,0,0,1.1385119622312576
AS12-48-7052,AS12,48,7052,1,0,,2184.569208120093,2300.349827092815,140.9173359773597,0.008360570790816327,5.978954081632653e-05,0.04132453762755102,0.0011260363520408164,153.0,196.0,219.0,0.05102040816326531,1.0609116902642277,1,0,0,0,0,0,0,0,1.3640094411737076
AS12-48-7053,AS12,48,7053,1,0,,1342.3252452721401,1704.7798764609147,101.36091458067602,0.22810208067602042,0.0003089126275510204,0.2893913424744898,0.0012755102040816326,123.0,197.0,212.0,0.21428571428571427,-6.434739151036719,1,0,0,0,0,0,0,0,1.0421860559105072
AS12-48-7054,AS12,48,7054,1,0,,1050.790271611275,1537.9181377766824,116.13363958864795,0.003059231505102041,0.0007025271045918367,0.3295798788265306,0.0023018973214285715,144.0,221.0,231.0,0.32142857142857145,29.407189060733653,1,0,0,0,0,0,0,1,0.9315483247956284
AS12-48-7055,AS12,48,7055,1,0,,1078.932858311698,1454.2248583416479,97.33154296875,0.28305863360969385,0.00026905293367346936,0.33753687021683676,0.0013004225127551021,116.0,198.0,211.0,0.2602040816326531,0.0,1,0,0,0,0,0,0,0,0.8714460680320064
AS12-48-7056,AS12,48,7056,1,0,,1101.6674830870845,1685.3281887620687,84.99578483737245,0.406917649872449,4.982461734693878e-05,0.4432348134566326,0.0004832987882653061,75.0,206.0,218.0,0.3469387755102041,2.231174608031251,1,0,0,0,0,0,0,0,1.029860181123336
AS12-48-7057,AS12,48,7057,1,0,,411.2612661431601,696.1872390354064,79.47814692283163,0.4802146444515306,0.0,0.5070202885841837,4.48421556122449e-05,14.0,209.0,220.0,0.413265306122449,-4.497151614667772,1,0,0,0,0,0,0,0,0.08026361453332602
AS12-48-7058,AS12,48,7058,1,0,,502.58486519191024,889.7115636623793,97.1539530851403,0.4177395567602041,2.491230867346939e-05,0.45097257653061223,0.000652702487244898,124.0,220.0,230.0,0.4387755102040816,-4.398705354995532,1,0,0,0,0,0,0,0,0.34371412347012315
AS12-48-7059,AS12,48,7059,1,0,,1906.8834609663625,1967.0758834982578,108.07083565848214,0.07647580516581633,0.00045340401785714287,0.16228874362244897,0.0008569834183673469,122.0,187.0,200.0,0.030612244897959183,-10.026037090321298,1,0,0,0,0,0,0,1,1.1959008462083487
AS12-48-7060,AS12,48,7060,1,0,,843.3670610476911,1070.074712012264,102.56029276945154,0.2256756218112245,0.00038364955357142856,0.28926678093112246,0.0007274394132653062,127.0,195.0,211.0,0.21428571428571427,0.0,1,0,0,0,0,0,0,0,0.5419759040994468
AS12-48-7061,AS12,48,7061,1,0,,1348.4228701910245,1542.426605634636,122.85689373405613,0.09369021045918367,0.00027901785714285713,0.14899553571428573,0.0006078603316326531,142.0,196.0,216.0,0.12755102040816327,-23.13569725733583,1,0,0,0,0,0,0,1,0.9346924454482198
AS12-48-7062,AS12,48,7062,1,0,,1466.5882583586983,1596.0297546574807,71.37167669802295,0.002032844387755102,0.0006925621811224489,0.29134944993622447,0.002062739158163265,66.0,160.0,205.0,0.08163265306122448,3.576334374997351,1,0,0,0,0,0,0,0,0.971385653528392
AS12-48-7063,AS12,48,7063,1,0,,1213.2010456451226,1501.7114612442658,117.35648517219387,0.16594587053571427,0.00045340401785714287,0.23386678890306123,0.0008221061862244898,144.0,200.0,209.0,0.19387755102040816,-22.442753365294347,1,0,0,0,0,0,0,1,0.9059590617901028
AS12-48-7064,AS12,48,7064,1,0,,875.6330670142411,1276.6603453003713,96.95297054368622,0.26012436224489793,0.00026407047193877553,0.28759765625,0.0005779655612244898,119.0,180.0,191.0,0.3163265306122449,3.1798301198642345,1,0,0,0,0,0,0,0,0.731572672404511
AS12-48-7065,AS12,48,7065,1,0,,991.7984157317334,1109.9099647637504,94.10480608258929,0.1598523198341837,0.00010463169642857142,0.1921336894132653,0.00034378985969387755,106.0,173.0,190.0,0.10714285714285714,0.0,1,0,0,0,0,0,0,0,0.5812342250340523
AS12-48-7066,AS12,48,7066,1,0,,862.382759802841,991.3625796619666,119.88880640146684,0.13278260522959184,0.00031887755102040814,0.15391820790816327,0.0008520009566326531,138.0,190.0,201.0,0.1326530612244898,-9.104600865402178,1,0,0,0,0,0,0,0,0.45991203617597454
AS12-48-7067,AS12,48,7067,1,0,,1400.5756793405203,1864.768443157608,120.59915597098214,0.20984634088010204,9.964923469387754e-06,0.3140246332908163,0.007687938456632653,157.0,229.0,239.0,0.25,0.0,1,0,0,0,0,0,0,0,1.138532566195559
AS12-48-7068,AS12,48,7068,1,0,,598.7064595783517,801.340283511794,109.7722466916454,0.18101781728316327,0.00039361447704081633,0.283382493622449,0.0011409837372448979,139.0,199.0,207.0,0.25510204081632654,-17.684392026557745,1,0,0,0,0,0,0,1,0.23135217233268343
AS12-48-7069,AS12,48,7069,1,0,,722.8050648427318,1029.033829044893,99.87666414221938,0.21316964285714285,0.0003786670918367347,0.2600695551658163,0.0008669483418367347,124.0,176.0,188.0,0.3010204081632653,-2.447048642323615,1,0,0,0,0,0,0,0,0.49997038198562743
AS12-48-7070,AS12,48,7070,1,0,,1740.6546508001563,1794.8048271950329,135.98566047512756,0.0019680723852040817,0.00039361447704081633,0.13624043367346939,0.001016422193877551,165.0,205.0,214.0,0.030612244897959183,-2.3137224978242164,1,0,0,0,0,0,0,0,1.0974588536407892
AS12-48-7071,AS12,48,7071,1,0,,163.59526443002324,253.2393463895975,65.34760642538265,0.18052953603316327,0.00038364955357142856,0.3462611607142857,0.0021125637755102043,66.0,137.0,222.0,0.35714285714285715,0.0,1,0,0,0,0,0,0,0,-1.005942381540266
AS12-48-7072,AS12,48,7072,1,0,,2280.998223987111,2552.131287993482,156.86123345822705,0.0040158641581632655,0.00010463169642857142,0.02374641262755102,0.0008769132653061224,169.0,214.0,227.0,0.10714285714285714,5.869600443014707,1,0,0,0,0,0,0,0,1.475572223629068
AS12-48-7073,AS12,48,7073,1,0,,2124.133463186877,2297.791831998597,144.96384725765307,0.007050183354591837,0.0001096141581632653,0.026128029336734693,0.0006028778698979591,155.0,203.0,216.0,0.07653061224489796,16.598104392861046,1,0,0,0,0,0,0,1,1.362814389609126
AS12-48-7074,AS12,48,7074,1,0,,916.7388486911585,1107.4933333217036,106.99558055644133,0.004499162946428571,0.0001992984693877551,0.1573860012755102,0.003059231505102041,124.0,161.0,227.0,0.17346938775510204,6.095861544595817,1,0,0,0,0,0,0,0,0.5788930432084733
AS12-48-7075,AS12,48,7075,1,0,,2330.6680210633654,2330.6680210633654,131.32551917251274,0.0008320711096938776,0.0002939652423469388,0.07110969387755102,0.0016741071428571428,145.0,195.0,211.0,0.0,5.522008069070961,1,0,0,0,0,0,0,0,1.3780732293549236
AS12-48-7076,AS12,48,7076,1,0,,2181.243909330976,2374.579224896843,114.50008968431122,0.0017787388392857143,2.491230867346939e-05,0.15638950892857142,0.0003736846301020408,130.0,193.0,206.0,0.08163265306122448,6.7098368077569335,1,0,0,0,0,0,0,0,1.3981213996416166
AS12-48-7077,AS12,48,7077,1,0,,1409.9381762134535,1680.4943366124119,136.42992665816325,0.018744021045918366,0.0006277901785714286,0.0541145169005102,0.001539580676020408,151.0,191.0,201.0,0.16326530612244897,-6.009005957494525,1,0,0,0,0,0,0,0,1.0267750637716737
AS12-48-7078,AS12,48,7078,1,0,,153.51759963686493,203.88057698002672,167.77146444515307,0.007264429209183673,0.0,0.018893494897959183,0.0,173.0,231.0,234.0,0.25510204081632654,0.0,1,0,0,1,0,0,1,0,-3.2388050352279514
AS12-48-7079,AS12,48,7079,1,0,,19.485962066586836,43.16142757833004,184.48517219387756,0.0,0.0,0.0,4.982461734693877e-06,201.0,235.0,237.0,0.5918367346938775,,0,0,0,1,1,0,1,0,-4.906417931781927
AS12-48-7080,AS12,48,7080,1,0,,54.106745458528025,125.49909521559992,133.11778041294642,0.0,0.0,0.0,0.0,121.0,204.0,210.0,0.6020408163265306,0.0,1,0,0,0,1,0,1,0,-1.7599903116648197
AS12-48-7081,AS12,48,7081,1,0,,39.959287984800156,89.11522902727596,138.04516103316325,0.0,0.0,0.0,0.0,139.0,205.0,208.0,0.6020408163265306,0.0,1,0,0,0,1,0,1,0,-2.1277234780297727
AS12-48-7082,AS12,48,7082,1,0,,643.891453939495,863.1404927191354,125.73416573660714,0.0009217554209183673,0.0005381058673469387,0.18403220663265307,0.004190250318877551,151.0,194.0,233.0,0.2602040816326531,-6.536633648797067,1,0,0,0,0,0,0,0,0.3111479820396357
AS12-48-7083,AS12,48,7083,1,0,,1559.9713780137956,1559.9713780137956,129.1572415098852,0.003024354272959184,0.0003089126275510204,0.029989437181122448,0.002366669323979592,137.0,182.0,222.0,0.0,0.0,1,0,0,0,0,0,0,0,0.9468409857338781
AS12-48-7084,AS12,48,7084,1,0,,1628.3497529258234,2769.4702163479956,77.04986447704081,0.00016940369897959184,0.00015943877551020407,0.4847785794005102,0.0013103874362244898,29.0,196.0,221.0,0.413265306122449,0.0,1,0,0,0,0,0,0,0,1.5633543405440904
AS12-48-7085,AS12,48,7085,1,0,,1835.5679519876296,3099.177101119095,73.66858159279337,0.0016491948341836734,0.00011957908163265306,0.48927774234693877,0.0015744579081632653,33.0,196.0,223.0,0.40816326530612246,-1.6846843178962914,1,0,0,0,0,0,0,0,1.684168209892707
AS12-48-7086,AS12,48,7086,1,0,,960.4293626753652,2137.11725070346,60.342060945471935,0.0006576849489795918,0.000204280931122449,0.6107053172831632,0.0014997209821428572,10.0,194.0,225.0,0.5510204081632653,1.0708244547869634,1,0,0,0,0,0,0,0,1.284953059487349
AS12-48-7087,AS12,48,7087,1,0,,1418.681095221796,2750.368851388229,65.66803352200255,0.0003288424744897959,0.00026905293367346936,0.5574677136479592,0.0016790896045918368,13.0,191.0,218.0,0.4846938775510204,2.181641403551466,1,0,0,0,0,0,0,0,1.5559205732866508
AS12-48-7088,AS12,48,7088,1,0,,1222.280226109451,1978.0366240040166,99.89631497130102,0.00025410554846938777,0.00014449139030612245,0.43289620535714285,0.0018484933035714285,106.0,215.0,234.0,0.3826530612244898,-18.36533065607367,1,0,0,0,0,0,0,1,1.2018691491623732
AS12-48-7089,AS12,48,7089,1,0,,1542.8402810040884,2417.29349855249,93.74656210140306,0.0006726323341836735,0.00011459661989795919,0.41664839764030615,0.0008221061862244898,98.0,208.0,228.0,0.3622448979591837,-10.344857481475202,1,0,0,0,0,0,0,1,1.4172705052404286
AS12-48-7090,AS12,48,7090,1,0,,1403.030067032325,1950.1727851853097,101.30828483737245,0.29953563456632654,0.00013452646683673468,0.3512336575255102,0.0004832987882653061,123.0,207.0,226.0,0.28061224489795916,-10.664575517451752,1,0,0,0,0,0,0,1,1.1866313290879977
AS12-48-7091,AS12,48,7091,1,0,,968.4605154331551,1456.2850249295543,119.37685845822705,0.0013103874362244898,0.00023915816326530612,0.33804508131377553,0.0008071588010204082,157.0,224.0,233.0,0.336734693877551,-9.283552805261346,1,0,0,0,0,0,0,0,0.8729666245710559
AS12-48-7092,AS12,48,7092,1,0,,620.285460725892,1072.0936480466214,94.94744499362245,0.42467016103316324,0.00023915816326530612,0.4599659199617347,0.000647720025510204,104.0,216.0,225.0,0.42346938775510207,1.1573330681295173,1,0,0,0,0,0,0,0,0.544000499879038
AS12-48-7093,AS12,48,7093,1,0,,535.8056964976546,1133.5429416680831,107.67584602200255,0.049904336734693876,0.0003288424744897959,0.42630440848214285,0.0009018255739795918,138.0,220.0,226.0,0.5306122448979592,,0,0,0,0,0,0,0,0,0.6038643409202016
AS12-48-7094,AS12,48,7094,1,0,,1626.1133776418076,1930.241876002085,111.91829261001276,0.0005131935586734694,0.0005381058673469387,0.2931331712372449,0.0015246332908163266,131.0,212.0,224.0,0.15816326530612246,0.0,1,0,0,0,0,0,0,0,1.1755976072224035
